id,kind,status,reasonCode,observations
logistic/h3/f0/s20260917/base/SOLUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/base/XRPUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost1_5x/ADAUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost1_5x/AVAXUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost1_5x/BNBUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost1_5x/BTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost1_5x/DOGEUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost1_5x/ETHUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost1_5x/LINKUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost1_5x/LTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost1_5x/SOLUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost1_5x/XRPUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost2x/ADAUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost2x/AVAXUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost2x/BNBUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost2x/BTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost2x/DOGEUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost2x/ETHUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost2x/LINKUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost2x/LTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost2x/SOLUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/cost2x/XRPUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/extreme25bp/ADAUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/extreme25bp/AVAXUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/extreme25bp/BNBUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/extreme25bp/BTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/extreme25bp/DOGEUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/extreme25bp/ETHUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/extreme25bp/LINKUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/extreme25bp/LTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/extreme25bp/SOLUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/extreme25bp/XRPUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/delay1bar/ADAUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/delay1bar/AVAXUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/delay1bar/BNBUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/delay1bar/BTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/delay1bar/DOGEUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/delay1bar/ETHUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/delay1bar/LINKUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/delay1bar/LTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/delay1bar/SOLUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/delay1bar/XRPUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/partial50pct/ADAUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/partial50pct/AVAXUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/partial50pct/BNBUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/partial50pct/BTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/partial50pct/DOGEUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/partial50pct/ETHUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/partial50pct/LINKUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/partial50pct/LTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/partial50pct/SOLUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/partial50pct/XRPUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/missed10pct/ADAUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/missed10pct/AVAXUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/missed10pct/BNBUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/missed10pct/BTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/missed10pct/DOGEUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/missed10pct/ETHUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/missed10pct/LINKUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/missed10pct/LTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/missed10pct/SOLUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/missed10pct/XRPUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/impact10bp/ADAUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/impact10bp/AVAXUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/impact10bp/BNBUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/impact10bp/BTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/impact10bp/DOGEUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/impact10bp/ETHUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/impact10bp/LINKUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/impact10bp/LTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/impact10bp/SOLUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/impact10bp/XRPUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/funding2x/ADAUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/funding2x/AVAXUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/funding2x/BNBUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/funding2x/BTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/funding2x/DOGEUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/funding2x/ETHUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/funding2x/LINKUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/funding2x/LTCUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/funding2x/SOLUSDT,replay,complete,0,599
logistic/h3/f0/s20260917/funding2x/XRPUSDT,replay,complete,0,599
contextual_bandit/h3/f0/s20260917/base/ADAUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/base/AVAXUSDT,replay,failed,5,19
contextual_bandit/h3/f0/s20260917/base/BNBUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/base/BTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/base/DOGEUSDT,replay,failed,5,22
contextual_bandit/h3/f0/s20260917/base/ETHUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/base/LINKUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/base/LTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/base/SOLUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/base/XRPUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/cost1_5x/ADAUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/cost1_5x/AVAXUSDT,replay,failed,5,19
contextual_bandit/h3/f0/s20260917/cost1_5x/BNBUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/cost1_5x/BTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/cost1_5x/DOGEUSDT,replay,failed,5,22
contextual_bandit/h3/f0/s20260917/cost1_5x/ETHUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/cost1_5x/LINKUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/cost1_5x/LTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/cost1_5x/SOLUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/cost1_5x/XRPUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/cost2x/ADAUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/cost2x/AVAXUSDT,replay,failed,5,19
contextual_bandit/h3/f0/s20260917/cost2x/BNBUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/cost2x/BTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/cost2x/DOGEUSDT,replay,failed,5,22
contextual_bandit/h3/f0/s20260917/cost2x/ETHUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/cost2x/LINKUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/cost2x/LTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/cost2x/SOLUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/cost2x/XRPUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/extreme25bp/ADAUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/extreme25bp/AVAXUSDT,replay,failed,5,19
contextual_bandit/h3/f0/s20260917/extreme25bp/BNBUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/extreme25bp/BTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/extreme25bp/DOGEUSDT,replay,failed,5,22
contextual_bandit/h3/f0/s20260917/extreme25bp/ETHUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/extreme25bp/LINKUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/extreme25bp/LTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/extreme25bp/SOLUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/extreme25bp/XRPUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/delay1bar/ADAUSDT,replay,failed,5,11
contextual_bandit/h3/f0/s20260917/delay1bar/AVAXUSDT,replay,failed,5,20
contextual_bandit/h3/f0/s20260917/delay1bar/BNBUSDT,replay,failed,5,11
contextual_bandit/h3/f0/s20260917/delay1bar/BTCUSDT,replay,failed,5,35
contextual_bandit/h3/f0/s20260917/delay1bar/DOGEUSDT,replay,failed,5,35
contextual_bandit/h3/f0/s20260917/delay1bar/ETHUSDT,replay,failed,5,11
contextual_bandit/h3/f0/s20260917/delay1bar/LINKUSDT,replay,failed,5,17
contextual_bandit/h3/f0/s20260917/delay1bar/LTCUSDT,replay,failed,5,20
contextual_bandit/h3/f0/s20260917/delay1bar/SOLUSDT,replay,failed,5,11
contextual_bandit/h3/f0/s20260917/delay1bar/XRPUSDT,replay,failed,5,11
contextual_bandit/h3/f0/s20260917/partial50pct/ADAUSDT,replay,complete,0,599
contextual_bandit/h3/f0/s20260917/partial50pct/AVAXUSDT,replay,complete,0,599
contextual_bandit/h3/f0/s20260917/partial50pct/BNBUSDT,replay,complete,0,599
contextual_bandit/h3/f0/s20260917/partial50pct/BTCUSDT,replay,complete,0,599
contextual_bandit/h3/f0/s20260917/partial50pct/DOGEUSDT,replay,complete,0,599
contextual_bandit/h3/f0/s20260917/partial50pct/ETHUSDT,replay,complete,0,599
contextual_bandit/h3/f0/s20260917/partial50pct/LINKUSDT,replay,complete,0,599
contextual_bandit/h3/f0/s20260917/partial50pct/LTCUSDT,replay,complete,0,599
contextual_bandit/h3/f0/s20260917/partial50pct/SOLUSDT,replay,complete,0,599
contextual_bandit/h3/f0/s20260917/partial50pct/XRPUSDT,replay,complete,0,599
contextual_bandit/h3/f0/s20260917/missed10pct/ADAUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/missed10pct/AVAXUSDT,replay,failed,5,19
contextual_bandit/h3/f0/s20260917/missed10pct/BNBUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/missed10pct/BTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/missed10pct/DOGEUSDT,replay,failed,5,22
contextual_bandit/h3/f0/s20260917/missed10pct/ETHUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/missed10pct/LINKUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/missed10pct/LTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/missed10pct/SOLUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/missed10pct/XRPUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/impact10bp/ADAUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/impact10bp/AVAXUSDT,replay,failed,5,19
contextual_bandit/h3/f0/s20260917/impact10bp/BNBUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/impact10bp/BTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/impact10bp/DOGEUSDT,replay,failed,5,22
contextual_bandit/h3/f0/s20260917/impact10bp/ETHUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/impact10bp/LINKUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/impact10bp/LTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/impact10bp/SOLUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/impact10bp/XRPUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/funding2x/ADAUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/funding2x/AVAXUSDT,replay,failed,5,19
contextual_bandit/h3/f0/s20260917/funding2x/BNBUSDT,replay,failed,5,13
contextual_bandit/h3/f0/s20260917/funding2x/BTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/funding2x/DOGEUSDT,replay,failed,5,22
contextual_bandit/h3/f0/s20260917/funding2x/ETHUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/funding2x/LINKUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/funding2x/LTCUSDT,replay,failed,5,7
contextual_bandit/h3/f0/s20260917/funding2x/SOLUSDT,replay,failed,5,10
contextual_bandit/h3/f0/s20260917/funding2x/XRPUSDT,replay,failed,5,7
behavior_uniform/h3/f0/s20260917/base/ADAUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/base/AVAXUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/base/BNBUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/base/BTCUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/base/DOGEUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/base/ETHUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/base/LINKUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/base/LTCUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/base/SOLUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/base/XRPUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost1_5x/ADAUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost1_5x/AVAXUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost1_5x/BNBUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost1_5x/BTCUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/cost1_5x/DOGEUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/cost1_5x/ETHUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/cost1_5x/LINKUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost1_5x/LTCUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost1_5x/SOLUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost1_5x/XRPUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost2x/ADAUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost2x/AVAXUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost2x/BNBUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost2x/BTCUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/cost2x/DOGEUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/cost2x/ETHUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/cost2x/LINKUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost2x/LTCUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost2x/SOLUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/cost2x/XRPUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/extreme25bp/ADAUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/extreme25bp/AVAXUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/extreme25bp/BNBUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/extreme25bp/BTCUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/extreme25bp/DOGEUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/extreme25bp/ETHUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/extreme25bp/LINKUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/extreme25bp/LTCUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/extreme25bp/SOLUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/extreme25bp/XRPUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/delay1bar/ADAUSDT,replay,failed,5,56
behavior_uniform/h3/f0/s20260917/delay1bar/AVAXUSDT,replay,failed,5,56
behavior_uniform/h3/f0/s20260917/delay1bar/BNBUSDT,replay,failed,5,56
behavior_uniform/h3/f0/s20260917/delay1bar/BTCUSDT,replay,failed,5,62
behavior_uniform/h3/f0/s20260917/delay1bar/DOGEUSDT,replay,failed,5,56
behavior_uniform/h3/f0/s20260917/delay1bar/ETHUSDT,replay,failed,5,62
behavior_uniform/h3/f0/s20260917/delay1bar/LINKUSDT,replay,failed,5,56
behavior_uniform/h3/f0/s20260917/delay1bar/LTCUSDT,replay,failed,5,62
behavior_uniform/h3/f0/s20260917/delay1bar/SOLUSDT,replay,failed,5,56
behavior_uniform/h3/f0/s20260917/delay1bar/XRPUSDT,replay,failed,5,56
behavior_uniform/h3/f0/s20260917/partial50pct/ADAUSDT,replay,complete,0,599
behavior_uniform/h3/f0/s20260917/partial50pct/AVAXUSDT,replay,complete,0,599
behavior_uniform/h3/f0/s20260917/partial50pct/BNBUSDT,replay,complete,0,599
behavior_uniform/h3/f0/s20260917/partial50pct/BTCUSDT,replay,complete,0,599
behavior_uniform/h3/f0/s20260917/partial50pct/DOGEUSDT,replay,complete,0,599
behavior_uniform/h3/f0/s20260917/partial50pct/ETHUSDT,replay,complete,0,599
behavior_uniform/h3/f0/s20260917/partial50pct/LINKUSDT,replay,complete,0,599
behavior_uniform/h3/f0/s20260917/partial50pct/LTCUSDT,replay,complete,0,599
behavior_uniform/h3/f0/s20260917/partial50pct/SOLUSDT,replay,complete,0,599
behavior_uniform/h3/f0/s20260917/partial50pct/XRPUSDT,replay,complete,0,599
behavior_uniform/h3/f0/s20260917/missed10pct/ADAUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/missed10pct/AVAXUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/missed10pct/BNBUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/missed10pct/BTCUSDT,replay,failed,5,70
behavior_uniform/h3/f0/s20260917/missed10pct/DOGEUSDT,replay,failed,5,70
behavior_uniform/h3/f0/s20260917/missed10pct/ETHUSDT,replay,failed,5,94
behavior_uniform/h3/f0/s20260917/missed10pct/LINKUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/missed10pct/LTCUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/missed10pct/SOLUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/missed10pct/XRPUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/impact10bp/ADAUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/impact10bp/AVAXUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/impact10bp/BNBUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/impact10bp/BTCUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/impact10bp/DOGEUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/impact10bp/ETHUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/impact10bp/LINKUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/impact10bp/LTCUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/impact10bp/SOLUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/impact10bp/XRPUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/funding2x/ADAUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/funding2x/AVAXUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/funding2x/BNBUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/funding2x/BTCUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/funding2x/DOGEUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/funding2x/ETHUSDT,replay,failed,5,61
behavior_uniform/h3/f0/s20260917/funding2x/LINKUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/funding2x/LTCUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/funding2x/SOLUSDT,replay,failed,5,55
behavior_uniform/h3/f0/s20260917/funding2x/XRPUSDT,replay,failed,5,55
behavior_clone/h3/f0/s20260917/base/ADAUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/base/AVAXUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/base/BNBUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/base/BTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/base/DOGEUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/base/ETHUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/base/LINKUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/base/LTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/base/SOLUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/base/XRPUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost1_5x/ADAUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost1_5x/AVAXUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost1_5x/BNBUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost1_5x/BTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost1_5x/DOGEUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost1_5x/ETHUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost1_5x/LINKUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost1_5x/LTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost1_5x/SOLUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost1_5x/XRPUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost2x/ADAUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost2x/AVAXUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost2x/BNBUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost2x/BTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost2x/DOGEUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost2x/ETHUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost2x/LINKUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost2x/LTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost2x/SOLUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/cost2x/XRPUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/extreme25bp/ADAUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/extreme25bp/AVAXUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/extreme25bp/BNBUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/extreme25bp/BTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/extreme25bp/DOGEUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/extreme25bp/ETHUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/extreme25bp/LINKUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/extreme25bp/LTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/extreme25bp/SOLUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/extreme25bp/XRPUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/delay1bar/ADAUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/delay1bar/AVAXUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/delay1bar/BNBUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/delay1bar/BTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/delay1bar/DOGEUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/delay1bar/ETHUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/delay1bar/LINKUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/delay1bar/LTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/delay1bar/SOLUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/delay1bar/XRPUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/partial50pct/ADAUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/partial50pct/AVAXUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/partial50pct/BNBUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/partial50pct/BTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/partial50pct/DOGEUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/partial50pct/ETHUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/partial50pct/LINKUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/partial50pct/LTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/partial50pct/SOLUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/partial50pct/XRPUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/missed10pct/ADAUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/missed10pct/AVAXUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/missed10pct/BNBUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/missed10pct/BTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/missed10pct/DOGEUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/missed10pct/ETHUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/missed10pct/LINKUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/missed10pct/LTCUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/missed10pct/SOLUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/missed10pct/XRPUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/impact10bp/ADAUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/impact10bp/AVAXUSDT,replay,complete,0,599
behavior_clone/h3/f0/s20260917/impact10bp/BNBUSDT,replay,complete,0,599
